movie_id,title,release_date,genres
56b65b7562,Locked Down,2010-11-09,"Action, Crime, Thriller"
56e5982188,Tony Robbins: I Am Not Your Guru,2016-07-15,Documentary
56f8d4c8bf,Your Highness,2011-04-08,"Adventure, Comedy, Fantasy"
5723d3932d,Shrek the Third,2007-05-18,"Animation, Adventure, Comedy, Family, Fantasy"
572b55789d,Captain America: Civil War,2016-05-06,"Action, Adventure, Sci-Fi"
5746ac78c8,Love and Mercy,2015-06-19,"Biography, Drama, Music"
577154110b,Rugrats in Paris: The Movie,2000-11-17,"Animation, Adventure, Comedy, Family, Romance"
577a9ad32a,The Love Punch,2014-05-23,Comedy
57a9265c0b,The Do-Over,2016-05-27,"Action, Adventure, Comedy, Mystery"
57b9e58d13,Ishqiya,2010-01-29,"Comedy, Drama, Romance, Thriller"
57c49ac8ce,Sky Line,2015-11-20,"Documentary, Biography, Drama, Sci-Fi"
57cc28685a,3096 Days,2013-02-28,"Biography, Crime, Drama"
57e03ef576,Guru,2007-01-12,"Biography, Drama"
57e2731b38,Coin Heist,2017-01-06,"Crime, Drama, Romance, Thriller"
57ecef9feb,The Photographer Of Mauthausen,2018-10-26,"Biography, Drama, History, Thriller"
57f27158d1,We Are Family,2010-09-10,"Drama, Family"
5800b51f74,Beach Rats,2018-01-25,Drama
58145cbc1b,Gothika,2003-11-21,"Horror, Mystery, Thriller"
5823399d72,The Breakfast Club,1985-02-15,"Comedy, Drama"
5837d75330,Chicken Run,2000-06-23,"Animation, Adventure, Comedy, Drama, Family"
585ed07ec6,Broken City,2013-01-18,"Action, Crime, Drama, Thriller"
586c81222e,Queen,2014-03-07,"Adventure, Comedy, Drama"
58859519c5,Momentum,2015-10-16,"Action, Crime, Thriller"
588ba0d3e7,Synchronicity,2016-01-22,"Drama, Mystery, Romance, Sci-Fi"
589885b480,When a Stranger Calls,2006-02-03,"Horror, Thriller"
59081588d0,Meet the Small Potatoes,2013-04-01,"Family, Musical"
592debf01e,Harriet the Spy,1996-07-10,"Comedy, Drama, Family"
59465de855,Love the Coopers,2015-11-13,"Comedy, Fantasy, Romance"
59588218aa,Cartel Land,2015-07-03,Documentary
597d6dfad7,Rio 2,2014-04-11,"Animation, Adventure, Comedy, Family, Musical"
599802dbdf,Raising Arizona,1987-04-17,"Comedy, Crime"
59b594b2e1,Stargate,1994-10-28,"Action, Adventure, Sci-Fi"
59d313ed8b,Ant-Man,2015-07-17,"Action, Adventure, Comedy, Sci-Fi"
59e21391dc,The Blind Christ,2017-04-13,Drama
59e2241c9d,Arrival,2016-11-11,"Drama, Mystery, Sci-Fi, Thriller"
59e398c3e4,Sex Tape,2014-07-18,"Comedy, Romance"
59ff22687b,We're the Millers,2013-08-07,"Comedy, Crime"
5a4bcf06b3,Fittest on Earth: A Decade of Fitness,2017-03-17,Documentary
5a650007e7,To the Bone,2017-07-14,Drama
5a657e9776,Nativity!,2009-11-27,"Comedy, Family"
5a6efdc0c5,Jago: A Life Underwater,2017-05-25,Documentary
5a76510961,Zombieland,2009-10-02,"Adventure, Comedy, Fantasy, Sci-Fi"
5a99e813ed,26 Years,2012-11-29,"Drama, Thriller"
5ab69f5042,Jonas,2016-10-27,"Drama, Romance, Thriller"
5ac3430b18,Cam,2018-11-16,"Horror, Mystery, Thriller"
5af9d8b37a,Anatomy of a Love Seen,2014-07-18,"Drama, Romance"
5afb5b9bde,London Heist,2017-07-17,"Action, Thriller"
5b27e079e9,Captain America: The Winter Soldier,2014-04-04,"Action, Adventure, Sci-Fi, Thriller"
5b3699914f,The Birth of Saké,2016-03-18,"Documentary, Biography, Family"
5bdc93483f,47 Ronin,2013-12-25,"Action, Drama, Fantasy"
5c099c0e68,40 Days and 40 Nights,2002-03-01,"Comedy, Romance"
5c35c8ac1c,Uncle Nick,2015-12-04,"Comedy, Sport"
5c5a44cf17,Step Outside,2018-02-15,Comedy
5c6db9df62,Lolita,1998-09-25,"Drama, Romance"
5c89ab6b9c,Men in Black II,2002-07-03,"Action, Adventure, Comedy, Mystery, Sci-Fi"
5c8f60b44a,Hisss,2010-10-22,"Comedy, Drama, Horror, Thriller"
5d091ed09c,Black Hawk Down,2002-01-18,"Drama, History, War"
5d0e70725f,Everly,2015-01-23,"Action, Thriller"
5d1c119927,Identity,2003-04-25,"Mystery, Thriller"
5d495dbf00,The Twilight Saga: New Moon,2009-11-20,"Adventure, Drama, Fantasy, Romance"
5d4df8b715,Seven,1995-09-22,"Crime, Drama, Mystery, Thriller"
5d4e1fc05d,Sex and the City 2,2010-05-27,"Comedy, Drama, Romance"
5d6a0c336e,Selfless,2015-07-10,"Action, Mystery, Sci-Fi, Thriller"
5d9c974bb6,The Watcher,2016-11-03,"Horror, Thriller"
5da2e16d6f,The Wandering Earth,2019-02-05,"Action, Sci-Fi"
5dccd38c1e,MI-5,2015-05-08,"Action, Drama, Thriller"
5de1a0c0ba,Everest,2015-09-25,"Action, Adventure, Biography, Drama, Thriller"
5e6b088d3d,Freddy vs. Jason,2003-08-15,"Action, Horror"
5e7d98ab30,Ugly Aur Pagli,2008-08-01,"Comedy, Drama"
5e94b912c5,Daddy Day Care,2003-05-09,"Comedy, Family"
5eba0de0ed,Robin Hood: Prince of Thieves,1991-06-14,"Action, Adventure, Drama, Romance"
5ec3135eb3,Their Finest,2017-04-07,"Comedy, Drama, Romance, War"
5f629a8b6f,What Happens in Vegas,2008-05-09,"Comedy, Romance"
5f8609a316,Rishtey,2002-12-06,"Action, Drama"
5f8a24a2ac,Polar,2019-01-25,"Action, Crime, Drama, Thriller"
5f907871c9,Sidetracked,2015-01-30,Comedy
5fa5444b53,Barbie: Happy Birthday to You!,NOT AVAILABLE,NOT AVAILABLE
60000b92c6,Shooter,2007-03-23,"Action, Drama, Thriller"
6012d1d3e7,The Other Woman,2014-04-25,"Comedy, Romance"
604727e362,The Good Neighbor,2017-08-14,"Crime, Drama, Horror, Thriller"
6048ed73db,Dark Chocolate (Bengali Version),2016-09-02,"Crime, Thriller"
604f0d9f27,Robin Hood,2010-05-14,"Action, Adventure, Drama, History"
608288b9be,Loving Annabelle,2007-05-24,"Drama, Romance"
608b76a2a7,The Bad Batch,2017-06-23,"Drama, Horror, Romance, Sci-Fi"
60a1f4db8e,Hanna,2011-04-08,"Action, Drama, Thriller"
60b0c6c9bf,Blackfish,2013-07-26,Documentary
60d0709915,Shock Wave,2017-05-05,"Action, Crime, Thriller"
60e7d320e3,The Wannabe,2015-12-04,"Crime, Drama, Mystery, Thriller"
60e9f98697,The Rage: Carrie 2,1999-03-12,"Horror, Sci-Fi, Thriller"
611b5159a0,Special 26,2013-02-08,"Crime, Drama, Thriller"
616cc9e03f,The Standoff,2016-09-20,Comedy
619d3cbc77,The Pledge,2001-01-19,"Crime, Drama, Mystery, Thriller"
61b9549eb0,Spectre,2015-11-06,"Action, Adventure, Thriller"
61fd2b20bc,Drive,2011-09-16,"Crime, Drama"
620d63776f,Inside Man,2006-03-24,"Crime, Drama, Mystery, Thriller"
6275614f9a,Resident Evil,2002-03-15,"Action, Horror, Sci-Fi"
62b536a606,You Laugh But It's True,2013-12-13,"Documentary, Biography, Comedy, Drama"
62e051e5b3,Tell Spring Not to Come This Year,2015-11-13,"Documentary, War"
62ef3b70da,What Happened to Monday,NOT AVAILABLE,NOT AVAILABLE
630d508b8e,Season of the Witch,2011-01-07,"Action, Adventure, Fantasy"
631e092fa7,Hamza's Suitcase,2017-08-31,"Comedy, Crime"
6320b33233,Hungerford,2018-04-15,"Horror, Sci-Fi"
632a491884,Crimenes de Lujuria,2011-01-25,Thriller
633d65dcf8,Anthropoid,2016-09-09,"Action, Biography, Drama, History, Romance, Thriller, War"
63420fca46,Whiskey Tango Foxtrot,2016-03-04,"Biography, Comedy, Drama, War"
6372b3a25e,Kill the Messenger,2014-10-09,"Biography, Crime, Drama, Mystery, Thriller"
63c43d6414,Ride Along,2014-01-17,"Action, Comedy, Crime"
63e19c5611,The Awakening,2011-11-11,"Horror, Thriller"
640885cecd,Chandani: The Daughter of the Elephant Whisperer,2010-11-04,"Documentary, Family"
645ae57fc7,Churchill,2017-06-02,"Biography, Drama, History, War"
645e92c1f3,Hunger,2008-10-31,"Biography, Drama"
6467fee6b6,Hot Fuzz,2007-04-20,"Action, Comedy, Mystery, Thriller"
6469aeb806,The Domestics,2018-06-29,"Action, Horror, Sci-Fi, Thriller"
646e06bbec,Megamind,2010-11-05,"Animation, Action, Comedy, Family, Sci-Fi"
64739a3751,Girl in Progress,2012-08-10,"Comedy, Drama"
648132cf74,13 Going on 30,2004-04-23,"Comedy, Fantasy, Romance"
649d1b8011,Manje Bistre,2017-04-14,"Comedy, Drama"
64a857fe0e,How to Plan an Orgy in a Small Town,2016-05-13,"Comedy, Drama"
64acf893e8,The Wiggles: Dial E for Emma,2016-10-05,"Family, Music"
64fcb3c335,Sky Ladder: The Art of Cai Guo-Qiang,2016-10-14,Documentary
6527868d5c,Escape from Alcatraz,1979-06-22,"Action, Biography, Crime, Drama, Thriller"
65463cc490,Scary Movie 2,2001-07-04,"Comedy, Horror"
6546e3f07e,Born to Raise Hell,2010-12-11,"Action, Crime, Thriller"
6550a34aec,Be Somebody,2016-06-10,"Comedy, Drama, Romance"
655e751830,L!fe Happens,2012-04-13,Comedy
65655d4b62,It's Now or Never,2015-06-19,Comedy
65ac8583b9,Pride,2014-09-12,"Biography, Comedy, Drama, History, Romance"
65b5ac8c56,The Witches,1990-08-24,"Adventure, Comedy, Family, Fantasy, Horror, Mystery"
65edd41249,The Seven Five,2015-05-08,"Documentary, Biography, Crime, History"
661f1321a0,The Man in the Iron Mask,1998-03-13,"Action, Adventure, Drama"
66205e2ee3,Pulp Fiction,1994-10-14,"Crime, Drama"
66236a86dd,The Rundown,2003-09-26,"Action, Adventure, Comedy, Thriller"
665d1fe016,The Search for Life in Space,2016-10-21,"Documentary, Short"
665fd2eda2,Are We Done Yet?,2007-04-04,"Comedy, Family, Fantasy"
66607cbab0,Josie and the Pussycats,2001-04-11,"Comedy, Music"
6661882be1,The Pirates! In an Adventure with Scientists!,2012-04-27,"Animation, Adventure, Comedy, Family"
666bf6c3bf,Innocence,2016-01-11,"Fantasy, Horror, Mystery, Romance, Thriller"
66980f625c,The Beyond,2018-01-09,"Drama, Sci-Fi"
66aad930c2,In Bruges,2008-02-29,"Comedy, Crime, Drama, Thriller"
66be8c3fd5,Spread,2009-07-08,"Comedy, Drama, Romance"
66ccc3b2b5,The Emoji Movie,2017-07-28,"Animation, Adventure, Comedy, Family, Fantasy"
66e009d7a6,The Cured,2018-02-23,"Drama, Horror, Sci-Fi"
67120742b2,Rush: Beyond the Lighted Stage,2010-04-24,"Documentary, Biography, Music"
674e8a155c,Taken 3,2015-01-09,"Action, Thriller"
675b3ae4a7,Lift Me Up,2015-10-04,Family
67a2592a33,Satanic,2016-07-01,Horror
67a9e09427,"Legally Blonde 2: Red, White & Blonde",2003-07-02,Comedy
67c854ec0c,The Meyerowitz Stories (New and Selected),2017-10-13,"Comedy, Drama"
67d7b103dd,The Ruthless,2019-04-08,"Crime, Drama"
67dc3e7348,1000 Rupee Note,2016-09-23,Drama
67fa616ddd,Jack Reacher: Never Go Back,2016-10-21,"Action, Thriller"
6818e43eaa,You're Everything To Me,NOT AVAILABLE,NOT AVAILABLE
682a634b97,The Bodyguard,2016-04-01,Action
685e1c25ad,White House Down,2013-06-28,"Action, Drama, Thriller"
687b64b8fc,Gangsta Granny,2013-12-26,"Comedy, Drama, Family"
688f283a1f,Viral,2016-07-29,"Drama, Horror, Sci-Fi, Thriller"
68d62545fa,Bodyguards and Assassins,2009-12-18,"Action, Drama, History"
68ebdbb22f,I Know What You Did Last Summer,1997-10-17,"Horror, Mystery"
68fdb32f1e,Beats,2019-06-19,Drama
690781a830,Like Water for Chocolate,1993-05-28,"Drama, Romance"
690c9322f3,Ice Age: The Meltdown,2006-03-31,"Animation, Adventure, Comedy, Family, Fantasy"
69201f24ee,Balu Mahi,2017-02-10,"Adventure, Drama, Romance"
6946ad91cc,Selma,2015-01-09,"Biography, Drama, History"
694a4b361a,Under the Mountain,2009-12-10,"Adventure, Drama, Fantasy"
6950976ba6,Generation Iron 3,2018-12-07,Documentary
6966ee6bd7,Rock My Heart,2019-06-07,Drama
698fb0017b,Mothers and Daughters,2016-05-06,Drama
69934edb9a,Act of Valor,2012-02-24,"Action, Adventure, Thriller, War"
69a6eeaad3,"The Wiggles: Go, Santa, Go!",2014-10-14,"Family, Music"
69cb38018a,Bruno,2009-07-10,Comedy
69e362e12d,The Forger,2015-04-24,"Crime, Drama, Thriller"
6a63d1aff2,Puss in Book: Trapped in an Epic Tale,2017-06-20,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy"
6a72d47b04,Nazi Concentration Camps,2017-04-22,"Documentary, History"
6a740cb21a,Alone in Berlin,2017-01-13,"Drama, History, War"
6a7a92cd40,Franca: Chaos and Creation,2017-09-23,"Documentary, Biography"
6a8b7ae111,Hondros,2017-04-21,"Documentary, Biography, War"
6a92d40645,Expelled,2014-12-16,Comedy
6a95787cf1,Rob the Mob,2014-04-17,"Crime, Drama"
6aad518b26,The Detained,2017-09-01,Thriller
6b0beb36c3,Boys in the Trees,2017-10-01,"Drama, Horror, Thriller"
6b0d9e96de,Now You See Me,2013-05-31,"Crime, Mystery, Thriller"
6b27e7bad3,Patch Adams,1998-12-25,"Biography, Comedy, Drama, Romance"
6b4fdb5c34,Bana Masal Anlatma,2015-01-09,"Comedy, Fantasy, Romance"
6b5fbc0589,Ab Tak Chhappan 2,2015-02-27,"Action, Crime, Thriller"
6b65806628,Sometimes,2018-04-30,Drama
6bd421ecd9,Inside: Medical Marijuana,NOT AVAILABLE,Documentary
6c44cb0bc3,Toc Toc,2017-10-06,Comedy
6c5dab3bfe,Panic Room,2002-03-29,"Crime, Drama, Thriller"
6c7c496259,The Final Master,2015-12-11,"Action, Drama"
6c86e0bbfe,Veronica,NOT AVAILABLE,NOT AVAILABLE
6cb87b5d14,The Tuxedo,2002-09-27,"Action, Comedy, Sci-Fi"
6ccd731ab7,The Signal,2014-07-10,"Drama, Mystery, Sci-Fi, Thriller"
6d7f023b68,Mindhunters,2005-05-13,"Crime, Horror, Mystery, Thriller"
6d826b4330,The Boss,2016-04-08,Comedy
6daa09c340,Teenage Cocktail,2017-01-15,"Drama, Thriller"
6dae92550a,Hang 'Em High,1968-07-31,"Drama, Western"
6db41d29a7,The Boy in the Striped Pajamas,2008-11-26,"Drama, War"
6e0d6ff4d2,Below Her Mouth,2017-04-28,"Drama, Romance"
6e2a1a0de6,Alvin and the Chipmunks: Chipwrecked,2011-12-16,"Animation, Adventure, Comedy, Family, Music"
6e373020ea,Christine,2016-10-14,"Biography, Drama"
6e61ce14ef,Prague,2013-09-27,"Mystery, Romance, Thriller"
6e67e94002,Tarzan,2014-02-20,"Animation, Adventure, Drama, Family"
6e92ee71f0,Demon Inside,2013-11-01,"Horror, Thriller"
6ea08cbc82,The Prince and Me,2004-04-02,"Comedy, Family, Romance"
6ea102ded9,Storks,2016-09-23,"Animation, Adventure, Comedy, Family, Fantasy"
6ef6ba082c,Jingle All the Way,1996-11-22,"Adventure, Comedy, Family"
6f0795fdd2,The Expendables 2,2012-08-17,"Action, Adventure, Thriller"
6f13eab90c,Erased,2012-09-26,"Action, Thriller"
6f18b0a52e,Fairy Tail: Dragon Cry,2017-08-14,"Animation, Action, Adventure, Comedy, Fantasy"
6f3e06319f,The Rise,2013-07-26,"Crime, Drama, Thriller"
6f5b8bea7d,The Secret Life of Pets,2016-07-08,"Animation, Adventure, Comedy, Family"
6f8a41f33f,Staten Island Summer,2015-06-30,Comedy
6f8ac8a090,Carrie,2002-11-04,"Drama, Horror, Sci-Fi, Thriller"
6f9e3752bc,Close,2019-01-18,"Action, Drama, Thriller"
6fb5a51607,The Black Panthers: Vanguard of the Revolution,2015-10-23,"Documentary, History"
6fed973b12,Bibi & Tina: Tohuwabohu Total,2017-02-23,"Adventure, Comedy, Drama, Family, Fantasy, Musical"
700ee2e531,Gurgaon,2017-08-04,"Crime, Thriller"
70195987bf,Someone Great,2019-04-19,"Comedy, Romance"
7026675170,Resident Evil: The Final Chapter,2017-01-27,"Action, Horror, Sci-Fi"
702bf18981,Steve Jobs: Billion Dollar Hippy,2011-12-14,"Documentary, Biography"
7030e3f9bd,The Odessa File,1974-10-18,"Drama, Thriller"
70364bc5f1,Mama,2013-01-18,"Horror, Thriller"
706749bdb5,American Pie Presents: Band Camp,2005-12-26,"Comedy, Music, Romance"
706b19b355,Guardians of the Galaxy,2014-08-01,"Action, Adventure, Comedy, Sci-Fi"
7079b49650,Between the Folds,2008-05-31,Documentary
70b20534fa,Gotti,2018-06-14,"Biography, Crime, Drama"
70bc5d4f9b,Baaghi,2016-04-29,"Action, Thriller"
70f4351522,Husband Factor,2015-03-20,"Comedy, Drama, Fantasy, Romance"
712eae4a7b,Charlie and the Chocolate Factory,2005-07-15,"Adventure, Comedy, Family, Fantasy, Musical"
715d1a6e21,Misconduct,2016-02-05,"Crime, Drama, Mystery, Thriller"
716d92a32d,My Perfect Romance,2018-05-06,Romance
7170886a94,The Heir Apparent: Largo Winch,2008-12-17,"Action, Adventure, Thriller"
71c8779809,Gnomeo and Juliet,2011-02-11,"Animation, Adventure, Comedy, Family, Romance"
71ee091fc8,The Fault in Our Stars,2014-06-06,"Drama, Romance"
720d4b99ea,B.A. Pass,2013-08-02,"Crime, Drama, Thriller"
720f8f4378,The Girl from the Song,2017-11-29,"Drama, Music, Romance"
7212764db9,Okja,NOT AVAILABLE,NOT AVAILABLE
7224d534c2,Friends with Benefits,2011-07-22,"Comedy, Romance"
722ae7f36e,LuTo,2013-11-14,"Drama, Romance"
723a68a306,The Lodgers,2018-02-23,"Drama, Horror, Mystery, Romance, Thriller"
72442b8f9a,Stolen,2012-09-06,"Action, Crime, Thriller"
72496d9a0d,Taken Heart,2017-01-24,"Action, Crime, Drama, Thriller"
725db633a5,Brad's Status,2017-09-15,"Comedy, Drama, Music"
7263d76dc6,Mandela: Long Walk to Freedom,2013-12-25,"Biography, Drama, History"
72760014ab,The Dinner,2017-05-18,"Crime, Drama, Thriller"
728cf6e6a9,JFK: The Making of a President,2017-06-01,"Documentary, Biography, History"
729da027ab,13 Reasons Why: Beyond the Reasons,NOT AVAILABLE,NOT AVAILABLE
72b9456d81,Little Italy,2018-09-21,"Comedy, Romance"
72bbe6e758,The Next Three Days,2010-11-19,"Action, Crime, Drama, Romance, Thriller"
72bfb612ba,Real Crime: Supermarket Heist (Tesco Bomber),2009-08-06,Documentary
72cf1b0d67,2012,2009-11-13,"Action, Adventure, Sci-Fi"
72ef86d2d8,Almost Adults,2017-02-07,"Comedy, Drama"
7313948502,The Magic Roundabout,2006-02-24,"Animation, Adventure, Comedy, Family, Fantasy"
73303f8a57,Trumbo,2015-11-27,"Biography, Drama"
73316bad11,Little Man,2006-07-14,"Comedy, Crime"
735133d88a,XXx,2002-08-09,"Action, Adventure, Thriller"
735716daab,Maniac,2013-01-02,"Horror, Thriller"
7369676dec,XOXO,2016-08-26,"Drama, Music"
736a4c633f,Get Hard,2015-03-27,"Comedy, Crime"
73bf98063f,The Hangover,2009-06-05,Comedy
7415439ef1,The Bye Bye Man,2017-01-13,"Drama, Fantasy, Horror, Mystery, Thriller"
7422e13006,Hate Story,2012-04-20,"Drama, Thriller"
7427d6d7e1,Monster High 13 Wishes,2013-10-08,Animation
744c87f295,Dear White People,2014-12-04,"Comedy, Drama, Romance"
745916a2f7,1 Mile to You,2017-04-07,"Drama, Romance, Sport"
745cbda8d4,The First Great Train Robbery,1979-02-02,"Adventure, Crime, Drama"
7462871c40,Bob's Broken Sleigh,2015-12-01,Animation
748dadb90d,The Fast and the Furious: Tokyo Drift,2006-06-16,"Action, Crime, Thriller"
748e709e1c,Why Knot,NOT AVAILABLE,Documentary
74e4824cd4,The Ritual,2018-02-09,"Horror, Mystery, Thriller"
74ea9d36c8,Love Steaks,2014-03-27,"Comedy, Drama, Romance"
74ef7aad7d,I Am Mother,2019-06-07,"Drama, Mystery, Sci-Fi, Thriller"
74f75bd45f,"As Above, So Below",2014-08-29,"Horror, Mystery, Thriller"
750eb00191,Brighton Rock,2011-02-04,"Crime, Drama, Thriller"
751a7c4be2,Piku,2015-05-08,"Comedy, Drama"
752c2074aa,Home Alone,1990-11-16,"Comedy, Family"
75398fa9a8,Star Wars: The Force Awakens,2015-12-18,"Action, Adventure, Fantasy, Sci-Fi"
7559248d4b,The Great Beauty,2014-03-14,Drama
7583c98424,Sausage Party,2016-08-12,"Animation, Adventure, Comedy, Fantasy"
759400bea0,Slow TV: Train Ride Bergen to Oslo,NOT AVAILABLE,NOT AVAILABLE
75f2e5471e,"The Taking of Pelham 1, 2, 3",NOT AVAILABLE,NOT AVAILABLE
7601129b65,Death Note,NOT AVAILABLE,NOT AVAILABLE
763e4971e6,Pretty Baby,1978-04-05,Drama
766a9ecf44,Rocky Handsome,2016-03-25,"Action, Thriller"
766c9ca3f4,Katy Perry: Part of Me,2012-07-05,"Documentary, Music"
769b306ee2,Last Action Hero,1993-06-18,"Action, Adventure, Comedy, Fantasy"
769ec6085a,Stalingrad,2013-10-10,"Action, Drama, War"
76a6ffa2a6,Wolf Warrior,2015-04-06,"Action, Crime, Thriller, War"
76d71363bd,Legend of the Fist: The Return of Chen Zhen,2010-09-21,"Action, Drama, History"
7706270a52,My Girl,1991-11-27,"Comedy, Drama, Family, Romance"
77254008f5,Mr. Deeds,2002-06-28,"Comedy, Romance"
774a4bb5e0,Rush Hour 2,2001-08-03,"Action, Comedy, Crime, Thriller"
774f79e16e,Animas,2019-01-25,"Horror, Thriller"
776283f527,Beyond Skyline,2017-12-15,"Action, Adventure, Sci-Fi"
7785e72121,You Can Tutu,2017-07-31,Family
77991779f3,The Ouija Experiment,2014-05-02,Horror
779f4fce8b,The Dudesons Movie,2006-03-31,"Documentary, Action, Comedy"
77e8d174cf,Side Effects,2013-02-08,"Crime, Drama, Mystery, Thriller"
77ed3db097,Supremacy,2014-06-12,"Drama, Thriller"
7820606400,The Polarman,NOT AVAILABLE,NOT AVAILABLE
78457c4942,People You May Know,2017-02-28,"Comedy, Drama"
7881874d7b,The Butterfly Effect,2004-01-23,"Drama, Sci-Fi, Thriller"
7884a3ad0a,Kiss & Cry,2017-08-31,"Biography, Drama, Music, Romance, Sport"
7891ff74ad,I Am the Pretty Thing That Lives in the House,2016-10-28,"Drama, Horror, Mystery, Thriller"
790a719d20,Two Night Stand,2014-09-26,"Comedy, Romance"
790eec29b3,Australia's Hardest Prison: Lockdown Oz,NOT AVAILABLE,NOT AVAILABLE
79275b0920,I Origins,2014-09-19,"Drama, Romance, Sci-Fi"
792cc4d89f,Carlos,2010-10-11,"Biography, Crime, Drama, Thriller"
7936989ac1,A Tale of Legendary Libido,2008-04-30,"Comedy, Fantasy"
7964cd1bbe,Men in Black,1997-07-02,"Action, Adventure, Comedy, Sci-Fi"
7989614f76,Would You Rather,2019-06-06,"Horror, Thriller"
7994ba5202,Miss Lovely,2014-06-20,"Crime, Drama, Romance"
7a1bf790bb,Awaken the Shadowman,2017-07-21,"Horror, Thriller"
7a54aed7a8,Once Again,2018-09-01,"Drama, Romance"
7a590dd3d6,Monsters vs. Aliens,2009-03-27,"Animation, Action, Adventure, Comedy, Family, Sci-Fi, Thriller"
7a5a5b5f22,The Dirty Picture,2011-12-02,"Biography, Drama"
7a5fd9b1ed,Bareilly Ki Barfi,2017-08-18,"Comedy, Romance"
7a77b873a4,Armed Response,2017-08-09,"Action, Horror, Thriller"
7a80bd38a5,Bulletproof Gangster,NOT AVAILABLE,NOT AVAILABLE
7a9bf4c681,Mirage,2019-03-22,"Drama, Fantasy, Mystery, Romance, Thriller"
7ace69d658,Creep,2015-06-23,"Horror, Thriller"
7ad981e8e8,The Family,2013-09-13,"Comedy, Crime, Thriller"
7b15e5ada1,Pacific Rim,2013-07-12,"Action, Adventure, Sci-Fi"
7b30d019ba,Cash Only,2016-05-13,"Crime, Drama, Thriller"
7b3d8d5976,Bring It On: Fight to the Finish,2009-09-01,"Comedy, Sport"
7b4e6813b4,Stargate: The Ark of Truth,2008-03-11,"Action, Adventure, Drama, Fantasy, Sci-Fi"
7b52776788,Hulk,2003-06-20,"Action, Sci-Fi"
7b71685ecb,Goosebumps,2015-10-16,"Adventure, Comedy, Family, Fantasy, Horror"
7ba0afd4ad,Paradox,2016-04-15,"Action, Drama, Sci-Fi"
7bcd0fb58c,Pleasure or Pain,2013-09-05,"Drama, Thriller"
7bcd9d2524,Bratz: The Movie,2007-08-03,"Comedy, Family, Music"
7bf845d164,The Intent 2: The Come Up,2018-09-21,Crime
7c214dd51c,Free Birds,2013-11-01,"Animation, Adventure, Comedy, Family, Sci-Fi"
7c3bbb12e0,Palm Trees in the Snow,2015-12-25,"Drama, Romance"
7c773daf57,Darkweb,2016-03-08,"Action, Thriller"
7c9696f246,These Final Hours,NOT AVAILABLE,NOT AVAILABLE
7c9d758821,ReMastered: Massacre at the Stadium,NOT AVAILABLE,NOT AVAILABLE
7c9e0767af,A Million Ways to Die in the West,2014-05-30,"Comedy, Western"
7ccd029fcc,Pandorum,2009-09-25,"Action, Horror, Mystery, Sci-Fi, Thriller"
7d10594c95,Discovering Bigfoot,2017-12-15,Documentary
7d2525e434,A Dangerous Man,2010-02-09,"Action, Crime, Thriller"
7d47dc6818,The Man in the Wall,2018-02-01,"Drama, Thriller"
7d5d7b6157,Sleuth,2007-11-23,"Crime, Drama, Mystery, Thriller"
7d629a40ae,One Night Stand,2016-05-06,"Drama, Romance"
7d7e43e883,Cockneys vs Zombies,2013-08-02,"Action, Comedy, Horror, Thriller"
7dacc62f21,Bruno and Boots: The Wizzle War,2017-04-01,Family
7e6c789090,Vampire Dog,2012-11-23,"Comedy, Family"
7ea1938fdc,The Barkley Marathons: The Race That Eats Its Young,2016-10-01,"Documentary, Adventure, History, Sport"
7ea3ec94ed,Confessions of a Shopaholic,2009-02-13,"Comedy, Romance"
7ec9741274,Band of Robbers,2016-04-15,"Adventure, Comedy, Crime, Thriller"
7ef540d7d1,Anger Management,2003-04-11,Comedy
7f581f2923,Sky Captain and the World of Tomorrow,2004-09-17,"Action, Adventure, Mystery, Sci-Fi, Thriller"
7f7254a489,Aashik Awara,NOT AVAILABLE,NOT AVAILABLE
7f843247be,X2: X-Men United,2003-05-02,"Action, Sci-Fi, Thriller"
7f8d7a5054,Sharknado 2: The Second One,2014-07-30,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller"
7fa12b51ac,Jimi Hendrix: Voodoo Child,2010-09-18,"Documentary, Biography, Music"
7fa3611d50,Raman Raghav 2.0,2016-06-24,"Crime, Drama, Thriller"
7fa4b44faf,Brain on Fire,2018-06-22,"Biography, Drama"
7fcd3f2492,Best Evidence: Top 10 UFO Sightings,NOT AVAILABLE,Documentary
7fcfc49daf,Tricked,2013-12-13,"Documentary, Crime"
8017727175,The Mummy,1999-05-07,"Action, Adventure, Fantasy"
801cd72d87,Force 10 from Navarone,1978-12-08,"Action, Drama, War"
80378956bf,Hook,1991-12-11,"Adventure, Comedy, Family, Fantasy"
805f017e1a,Reasonable Doubt,2014-01-17,"Crime, Drama, Thriller"
8077dac5cc,He's Out There,2018-10-25,"Horror, Thriller"
809409c5d6,American Psycho,2000-04-14,"Comedy, Crime, Drama"
80b17e3e12,Malevolent,2018-10-05,"Horror, Mystery, Thriller"
80bc3ccf25,Arms and the Dudes,2016-08-19,"Comedy, Crime, Drama, War"
80c1d1f58e,Cocaine Cowboys 2,2008-07-29,"Documentary, Crime, History"
80dac1a953,Hop,2011-04-01,"Animation, Adventure, Comedy, Family, Fantasy"
